src_ip,dst_ip,src_vlan,dst_vlan,bytes_sum,n_flujos
10.2.0.10,10.2.0.12,2,2,64017,6
10.3.0.11,10.3.0.18,2,2,12888,4
10.2.0.20,10.1.0.13,2,2,10089,1
10.1.0.21,10.1.0.15,2,2,28980,3
10.3.0.10,10.2.0.14,2,2,17928,1
10.2.0.14,10.2.0.13,2,2,48814,5
10.3.0.18,10.1.0.12,2,2,12144,1
10.3.0.13,10.3.0.10,2,2,37855,4
10.2.0.13,10.2.0.14,2,2,48906,5
10.1.0.12,10.1.0.18,2,2,129288,8
10.2.0.21,10.3.0.10,2,2,20286,1
10.1.0.12,10.1.0.15,2,2,50991,4
10.2.0.12,10.2.0.20,2,2,17334,2
10.1.0.15,10.1.0.13,2,2,60169,6
10.2.0.13,10.2.0.12,2,2,26732,5
10.1.0.19,10.1.0.18,2,2,75569,7
10.2.0.10,10.2.0.14,2,2,59698,5
10.3.0.17,10.2.0.13,2,2,33360,2
10.3.0.11,10.2.0.20,2,2,9691,1
10.3.0.10,10.3.0.21,2,2,40593,4
10.3.0.17,10.3.0.10,2,2,16971,2
10.1.0.19,10.1.0.13,2,2,39559,4
10.3.0.20,10.3.0.13,2,2,41759,6
10.2.0.10,10.3.0.21,2,2,6195,1
10.1.0.18,10.1.0.13,2,2,19404,2
10.2.0.12,10.2.0.21,2,2,24988,4
10.3.0.10,10.3.0.20,2,2,87918,9
10.2.0.10,10.2.0.20,2,2,47786,5
10.1.0.12,10.2.0.13,2,2,23804,2
10.3.0.17,10.3.0.18,2,2,38038,5
10.3.0.21,10.1.0.15,2,2,10540,1
10.1.0.19,10.3.0.10,2,2,36868,2
10.3.0.11,10.2.0.13,2,2,9571,1
10.1.0.21,10.1.0.12,2,2,17062,4
10.2.0.14,10.2.0.12,2,2,55695,6
10.3.0.10,10.3.0.18,2,2,8608,1
10.1.0.21,10.2.0.10,2,2,18957,2
10.1.0.19,10.1.0.21,2,2,40949,4
10.3.0.13,10.3.0.20,2,2,20425,3
10.3.0.13,10.2.0.10,2,2,4192,1
10.1.0.21,10.1.0.13,2,2,26880,3
10.1.0.15,10.1.0.21,2,2,21342,3
10.1.0.18,10.1.0.21,2,2,5742,1
10.1.0.13,10.1.0.15,2,2,78396,9
10.2.0.14,10.1.0.15,2,2,4940,1
10.1.0.15,10.3.0.11,2,2,2352,1
10.3.0.21,10.3.0.10,2,2,38739,6
10.1.0.12,10.3.0.10,2,2,10699,1
10.1.0.13,10.3.0.20,2,2,10807,2
10.3.0.21,10.3.0.17,2,2,58964,5
10.1.0.15,10.1.0.19,2,2,86421,6
10.1.0.15,10.2.0.10,2,2,1390,1
10.3.0.21,10.3.0.20,2,2,34560,3
10.3.0.20,10.3.0.17,2,2,38421,4
10.1.0.15,10.1.0.12,2,2,73860,8
10.2.0.20,10.2.0.14,2,2,35820,4
10.2.0.10,10.1.0.15,2,2,6345,1
10.2.0.10,10.2.0.13,2,2,41921,4
10.2.0.13,10.2.0.21,2,2,36785,4
10.1.0.19,10.2.0.10,2,2,18666,1
10.2.0.10,10.1.0.21,2,2,1604,1
10.1.0.18,10.2.0.14,2,2,7183,1
10.2.0.20,10.2.0.13,2,2,3990,1
10.3.0.20,10.2.0.10,2,2,11376,1
10.1.0.18,10.1.0.19,2,2,38064,6
10.3.0.13,10.1.0.12,2,2,15864,1
10.1.0.12,10.3.0.11,2,2,26315,1
10.1.0.13,10.1.0.21,2,2,15523,3
10.3.0.17,10.1.0.15,2,2,9528,1
10.3.0.13,10.2.0.14,2,2,15827,1
10.3.0.11,10.1.0.21,2,2,5016,2
10.3.0.18,10.3.0.20,2,2,63614,5
10.3.0.11,10.1.0.19,2,2,4016,1
10.3.0.18,10.3.0.21,2,2,64774,5
10.2.0.12,10.1.0.13,2,2,16200,2
10.1.0.21,10.1.0.18,2,2,4497,2
10.3.0.11,10.1.0.13,2,2,17123,2
10.1.0.12,10.1.0.19,2,2,32836,2
10.3.0.10,10.2.0.20,2,2,39643,2
10.3.0.10,10.3.0.17,2,2,24547,3
10.2.0.21,10.2.0.12,2,2,36313,4
10.1.0.15,10.3.0.13,2,2,14113,1
10.1.0.13,10.2.0.14,2,2,12631,1
10.1.0.19,10.3.0.20,2,2,27772,2
10.3.0.17,10.3.0.11,2,2,59630,6
10.1.0.21,10.3.0.20,2,2,9764,2
10.1.0.19,10.3.0.11,2,2,17040,1
10.1.0.12,10.2.0.10,2,2,17000,1
10.1.0.19,10.3.0.21,2,2,8652,1
10.1.0.13,10.2.0.21,2,2,1308,1
10.2.0.14,10.2.0.21,2,2,31216,3
10.2.0.12,10.2.0.14,2,2,54503,3
10.3.0.18,10.2.0.10,2,2,4968,1
10.3.0.17,10.1.0.18,2,2,23616,2
10.2.0.20,10.1.0.15,2,2,11210,1
10.2.0.10,10.1.0.18,2,2,25396,2
10.2.0.21,10.2.0.10,2,2,20728,3
10.3.0.10,10.3.0.11,2,2,2409,1
10.1.0.21,10.3.0.13,2,2,15090,1
10.3.0.17,10.3.0.13,2,2,17787,3
10.3.0.18,10.3.0.17,2,2,20641,2
10.1.0.13,10.2.0.20,2,2,15936,1
10.1.0.21,10.3.0.17,2,2,5696,1
10.2.0.14,10.1.0.19,2,2,9780,1
10.2.0.21,10.1.0.12,2,2,7540,2
10.1.0.12,10.1.0.21,2,2,43176,3
10.3.0.18,10.1.0.21,2,2,7092,1
10.3.0.17,10.1.0.19,2,2,1280,1
10.2.0.14,10.1.0.21,2,2,14688,1
10.2.0.21,10.3.0.17,2,2,7164,1
10.1.0.12,10.2.0.20,2,2,10112,1
10.2.0.14,10.2.0.10,2,2,9701,3
10.1.0.21,10.2.0.20,2,2,456,1
10.1.0.15,10.3.0.21,2,2,5240,1
10.2.0.20,10.1.0.18,2,2,16608,1
10.2.0.20,10.3.0.10,2,2,19918,2
10.3.0.11,10.2.0.12,2,2,21258,2
10.1.0.13,10.2.0.13,2,2,15045,1
10.3.0.11,10.1.0.12,2,2,1070,1
10.2.0.13,10.1.0.19,2,2,3850,1
10.2.0.12,10.1.0.12,2,2,10485,1
10.1.0.13,10.3.0.10,2,2,3420,1
10.1.0.18,10.3.0.21,2,2,1934,1
10.2.0.21,10.1.0.21,2,2,5005,1
10.3.0.11,10.1.0.15,2,2,9597,1
10.1.0.19,10.1.0.12,2,2,19632,2
10.3.0.11,10.1.0.18,2,2,7707,1
10.3.0.10,10.1.0.18,2,2,3914,1
10.3.0.17,10.1.0.21,2,2,4155,1
10.2.0.12,10.3.0.18,2,2,14352,1
10.2.0.10,10.3.0.17,2,2,5760,1
10.3.0.18,10.2.0.21,2,2,6915,1
10.1.0.12,10.3.0.21,2,2,17500,1
10.2.0.21,10.1.0.15,2,2,5580,1
