src_ip,dst_ip,src_vlan,dst_vlan,bytes_sum,n_flujos
10.2.0.12,10.2.0.18,2,1,50437,6
10.2.0.14,10.2.0.16,2,1,60211,6
10.1.0.11,10.1.0.21,1,2,12897,2
10.2.0.15,10.3.0.18,1,2,11336,1
10.3.0.15,10.3.0.10,1,2,23495,3
10.1.0.20,10.3.0.11,1,2,2112,1
10.1.0.18,10.1.0.16,2,1,42453,5
10.3.0.21,10.3.0.15,2,1,65746,6
10.1.0.15,10.1.0.17,2,1,1046,1
10.3.0.19,10.2.0.13,1,2,7281,1
10.2.0.13,10.1.0.14,2,3,19184,1
10.1.0.10,10.1.0.18,1,2,41080,2
10.3.0.10,10.3.0.14,2,1,45804,4
10.3.0.11,10.3.0.16,2,3,6264,2
10.3.0.20,10.3.0.14,2,1,35498,4
10.2.0.14,10.2.0.15,2,1,54132,4
10.3.0.20,10.3.0.19,2,1,41940,5
10.3.0.13,10.3.0.15,2,1,34942,4
10.1.0.14,10.1.0.17,3,1,40620,3
10.1.0.14,10.1.0.13,3,2,28807,4
10.3.0.15,10.3.0.13,1,2,59868,7
10.3.0.17,10.3.0.19,2,1,54784,6
10.1.0.21,10.1.0.16,2,1,7038,2
10.3.0.20,10.3.0.12,2,1,55435,6
10.3.0.18,10.3.0.16,2,3,53421,5
10.3.0.17,10.2.0.19,2,1,4837,1
10.3.0.18,10.3.0.12,2,1,54041,4
10.2.0.10,10.3.0.15,2,1,7812,2
10.3.0.16,10.2.0.17,3,1,5797,1
10.1.0.19,10.1.0.11,2,1,25753,3
10.3.0.10,10.1.0.11,2,1,42050,2
10.3.0.15,10.3.0.18,1,2,57114,6
10.2.0.13,10.3.0.12,2,1,23994,1
10.1.0.12,10.2.0.11,2,1,3820,1
10.3.0.19,10.3.0.13,1,2,30139,3
10.3.0.18,10.2.0.15,2,1,19076,1
10.1.0.21,10.1.0.10,2,1,72558,9
10.3.0.14,10.3.0.13,1,2,9227,3
10.3.0.17,10.1.0.17,2,1,14520,1
10.1.0.15,10.1.0.14,2,3,42550,7
10.1.0.20,10.3.0.18,1,2,11952,1
10.1.0.16,10.1.0.19,1,2,32324,3
10.2.0.10,10.2.0.11,2,1,22918,3
10.3.0.16,10.3.0.21,3,2,34699,3
10.1.0.20,10.1.0.18,1,2,18973,2
10.3.0.10,10.2.0.19,2,1,5964,1
10.3.0.15,10.2.0.12,1,2,12648,1
10.2.0.14,10.2.0.18,2,1,19101,3
10.2.0.11,10.3.0.17,1,2,2448,1
10.1.0.18,10.1.0.11,2,1,34291,6
10.2.0.15,10.2.0.13,1,2,20230,2
10.2.0.15,10.3.0.11,1,2,10260,1
10.1.0.12,10.1.0.20,2,1,19379,3
10.1.0.19,10.1.0.20,2,1,77777,7
10.3.0.18,10.3.0.14,2,1,45681,8
10.1.0.17,10.1.0.12,1,2,49206,6
10.2.0.10,10.2.0.19,2,1,20983,3
10.2.0.21,10.2.0.16,2,1,48001,3
10.3.0.11,10.3.0.15,2,1,34106,5
10.2.0.10,10.2.0.16,2,1,11220,2
10.1.0.20,10.1.0.15,1,2,38563,6
10.1.0.10,10.1.0.14,1,3,14539,2
10.2.0.13,10.2.0.11,2,1,30578,4
10.2.0.11,10.2.0.12,1,2,41810,6
10.1.0.14,10.1.0.18,3,2,58937,7
10.3.0.11,10.3.0.14,2,1,19694,3
10.2.0.12,10.2.0.11,2,1,5604,1
10.3.0.16,10.1.0.17,3,1,3495,1
10.1.0.13,10.1.0.16,2,1,20601,5
10.2.0.12,10.2.0.16,2,1,37629,5
10.3.0.16,10.3.0.19,3,1,36368,4
10.3.0.13,10.1.0.16,2,1,4650,1
10.1.0.11,10.2.0.21,1,2,7277,1
10.3.0.18,10.3.0.19,2,1,28008,4
10.1.0.17,10.3.0.11,1,2,980,1
10.1.0.19,10.2.0.18,2,1,20360,2
10.3.0.19,10.1.0.14,1,3,10300,1
10.2.0.20,10.2.0.17,2,1,26067,4
10.1.0.11,10.1.0.12,1,2,26625,4
10.3.0.11,10.3.0.12,2,1,19242,3
10.2.0.21,10.2.0.15,2,1,10682,3
10.3.0.12,10.3.0.20,1,2,39277,4
10.3.0.12,10.3.0.17,1,2,42806,3
10.1.0.19,10.1.0.16,2,1,53155,4
10.2.0.19,10.2.0.20,1,2,9546,2
10.1.0.11,10.1.0.15,1,2,34086,4
10.1.0.15,10.3.0.15,2,1,10450,1
10.1.0.12,10.1.0.14,2,3,8503,1
10.1.0.10,10.1.0.13,1,2,3730,2
10.1.0.17,10.1.0.19,1,2,826,1
10.3.0.10,10.3.0.15,2,1,27635,3
10.1.0.14,10.2.0.10,3,2,15855,1
10.2.0.15,10.2.0.14,1,2,26878,4
10.3.0.19,10.3.0.21,1,2,37389,4
10.3.0.16,10.3.0.14,3,1,29001,4
10.2.0.13,10.1.0.16,2,1,16926,1
10.3.0.19,10.2.0.12,1,2,12510,1
10.3.0.13,10.2.0.19,2,1,760,1
10.1.0.10,10.1.0.19,1,2,71175,6
10.3.0.17,10.1.0.16,2,1,33189,3
10.3.0.16,10.3.0.17,3,2,20248,5
10.2.0.12,10.2.0.19,2,1,35591,7
10.3.0.12,10.3.0.18,1,2,34021,3
10.1.0.18,10.3.0.12,2,1,15440,1
10.1.0.17,10.1.0.15,1,2,22354,3
10.3.0.16,10.1.0.13,3,2,15768,1
10.3.0.14,10.3.0.16,1,3,35742,3
10.3.0.14,10.3.0.21,1,2,16725,2
10.1.0.21,10.1.0.20,2,1,47444,4
10.3.0.14,10.3.0.20,1,2,20290,5
10.3.0.21,10.3.0.16,2,3,76213,7
10.2.0.20,10.2.0.18,2,1,46770,5
10.1.0.20,10.1.0.14,1,3,25106,3
10.2.0.12,10.2.0.17,2,1,43291,6
10.1.0.11,10.1.0.18,1,2,24445,4
10.1.0.13,10.2.0.15,2,1,11952,1
10.1.0.18,10.2.0.15,2,1,9392,1
10.3.0.16,10.3.0.11,3,2,27687,4
10.3.0.12,10.3.0.10,1,2,21269,4
10.1.0.17,10.3.0.10,1,2,2817,1
10.1.0.15,10.1.0.20,2,1,40945,5
10.3.0.19,10.1.0.12,1,2,28897,2
10.2.0.14,10.3.0.14,2,1,4921,1
10.1.0.12,10.1.0.17,2,1,73118,6
10.2.0.15,10.2.0.21,1,2,12078,2
10.3.0.19,10.3.0.10,1,2,8101,3
10.1.0.18,10.1.0.17,2,1,20452,3
10.1.0.13,10.2.0.18,2,1,9828,2
10.3.0.14,10.3.0.11,1,2,59995,6
10.2.0.15,10.3.0.20,1,2,18990,1
10.2.0.15,10.2.0.12,1,2,31776,3
10.3.0.21,10.1.0.11,2,1,18791,1
10.1.0.14,10.1.0.12,3,2,11878,2
10.1.0.13,10.3.0.12,2,1,3770,1
10.1.0.19,10.1.0.10,2,1,11340,2
10.1.0.14,10.1.0.10,3,1,50102,3
10.1.0.10,10.1.0.12,1,2,27470,3
10.1.0.16,10.1.0.18,1,2,39009,6
10.1.0.11,10.1.0.14,1,3,26418,4
10.2.0.15,10.3.0.10,1,2,4104,1
10.3.0.15,10.3.0.20,1,2,38325,4
10.1.0.16,10.1.0.21,1,2,41194,4
10.2.0.17,10.2.0.21,1,2,20770,3
10.3.0.10,10.3.0.12,2,1,14421,1
10.3.0.13,10.3.0.19,2,1,75203,9
10.2.0.20,10.1.0.10,2,1,17526,2
10.2.0.18,10.2.0.12,1,2,33452,2
10.3.0.11,10.1.0.17,2,1,4760,1
10.1.0.13,10.1.0.10,2,1,9376,3
10.3.0.21,10.3.0.19,2,1,28062,4
10.3.0.11,10.1.0.16,2,1,21840,1
10.2.0.18,10.2.0.13,1,2,20857,4
10.1.0.21,10.3.0.19,2,1,5220,1
10.2.0.13,10.2.0.17,2,1,16977,2
10.3.0.19,10.3.0.20,1,2,22288,2
10.2.0.13,10.2.0.15,2,1,31844,4
10.2.0.14,10.2.0.11,2,1,21283,2
10.1.0.15,10.1.0.16,2,1,24182,3
10.3.0.19,10.3.0.17,1,2,6332,3
10.1.0.21,10.2.0.19,2,1,3908,1
10.3.0.19,10.3.0.16,1,3,8653,2
10.1.0.12,10.1.0.10,2,1,67940,6
10.3.0.10,10.3.0.16,2,3,2258,2
10.3.0.20,10.2.0.17,2,1,5192,1
10.2.0.19,10.2.0.13,1,2,42943,4
10.1.0.13,10.1.0.14,2,3,15601,2
10.1.0.16,10.1.0.15,1,2,7615,3
10.2.0.11,10.3.0.10,1,2,14943,1
10.3.0.16,10.1.0.20,3,1,27115,2
10.3.0.21,10.1.0.17,2,1,11254,1
10.3.0.20,10.1.0.20,2,1,810,1
10.1.0.21,10.1.0.11,2,1,30478,4
10.3.0.21,10.3.0.12,2,1,18844,2
10.3.0.17,10.3.0.16,2,3,11114,2
10.3.0.20,10.2.0.11,2,1,28261,2
10.2.0.14,10.1.0.20,2,1,11753,2
10.3.0.14,10.2.0.10,1,2,2646,1
10.1.0.11,10.2.0.12,1,2,19348,1
10.3.0.20,10.1.0.11,2,1,2943,1
10.2.0.17,10.3.0.17,1,2,9936,1
10.1.0.20,10.1.0.21,1,2,21827,4
10.2.0.16,10.2.0.14,1,2,21983,4
10.2.0.13,10.2.0.19,2,1,54829,3
10.2.0.13,10.1.0.20,2,1,6000,1
10.2.0.18,10.1.0.18,1,2,6912,1
10.3.0.10,10.2.0.17,2,1,1612,1
10.2.0.21,10.3.0.14,2,1,3276,1
10.3.0.17,10.2.0.17,2,1,6878,1
10.3.0.19,10.3.0.18,1,2,18282,2
10.3.0.13,10.3.0.12,2,1,47126,3
10.1.0.16,10.3.0.10,1,2,17046,1
10.3.0.18,10.1.0.11,2,1,3444,1
10.3.0.19,10.2.0.10,1,2,9248,1
10.3.0.16,10.1.0.12,3,2,7427,1
10.1.0.14,10.3.0.15,3,1,12683,1
10.1.0.11,10.3.0.21,1,2,2964,1
10.1.0.12,10.3.0.15,2,1,544,1
10.3.0.16,10.2.0.18,3,1,1785,1
10.1.0.15,10.1.0.10,2,1,30710,2
10.2.0.13,10.1.0.11,2,1,2321,1
10.2.0.11,10.2.0.10,1,2,11370,2
10.2.0.11,10.2.0.21,1,2,16689,2
10.1.0.10,10.1.0.15,1,2,20628,4
10.3.0.15,10.3.0.11,1,2,17012,4
10.1.0.10,10.2.0.14,1,2,5035,1
10.3.0.15,10.3.0.16,1,3,43906,4
10.1.0.20,10.2.0.13,1,2,18373,2
10.1.0.18,10.3.0.16,2,3,10863,1
10.3.0.16,10.1.0.21,3,2,6640,1
10.2.0.16,10.3.0.18,1,2,3076,1
10.3.0.21,10.3.0.14,2,1,12132,2
10.2.0.21,10.2.0.19,2,1,18350,2
10.3.0.14,10.1.0.14,1,3,6306,1
10.1.0.20,10.1.0.13,1,2,28356,3
10.2.0.18,10.2.0.14,1,2,9776,2
10.1.0.13,10.3.0.19,2,1,2022,1
10.3.0.12,10.2.0.12,1,2,10602,1
10.3.0.20,10.3.0.16,2,3,17498,2
10.1.0.16,10.2.0.10,1,2,7216,1
10.2.0.18,10.3.0.10,1,2,5024,1
10.3.0.19,10.3.0.11,1,2,33550,3
10.2.0.18,10.2.0.20,1,2,6987,2
10.2.0.17,10.2.0.12,1,2,22474,3
10.2.0.11,10.2.0.20,1,2,2080,1
10.3.0.10,10.1.0.20,2,1,10053,1
10.3.0.18,10.1.0.10,2,1,27468,2
10.1.0.13,10.1.0.17,2,1,7935,2
10.2.0.13,10.3.0.14,2,1,1924,1
10.3.0.18,10.1.0.17,2,1,6071,1
10.2.0.11,10.3.0.20,1,2,15300,1
10.3.0.15,10.1.0.15,1,2,3004,1
10.1.0.19,10.1.0.14,2,3,10338,3
10.2.0.15,10.2.0.20,1,2,28805,2
10.1.0.12,10.2.0.15,2,1,7904,1
10.1.0.11,10.3.0.17,1,2,11408,1
10.2.0.11,10.2.0.14,1,2,21882,2
10.3.0.16,10.1.0.19,3,2,37284,3
10.1.0.14,10.3.0.19,3,1,1540,1
10.3.0.16,10.3.0.12,3,1,8940,1
10.1.0.16,10.1.0.14,1,3,13481,1
10.2.0.10,10.2.0.17,2,1,53672,4
10.2.0.21,10.1.0.10,2,1,5288,1
10.1.0.17,10.2.0.13,1,2,4120,1
10.2.0.10,10.2.0.15,2,1,26313,2
10.1.0.10,10.3.0.13,1,2,8205,1
10.1.0.12,10.3.0.14,2,1,2691,1
10.2.0.16,10.1.0.12,1,2,7590,1
10.1.0.15,10.2.0.18,2,1,11830,1
10.1.0.17,10.1.0.18,1,2,11680,1
10.1.0.14,10.1.0.15,3,2,27161,3
10.2.0.18,10.3.0.18,1,2,5536,1
10.1.0.21,10.3.0.15,2,1,1980,1
10.3.0.10,10.2.0.15,2,1,9585,1
10.3.0.16,10.3.0.13,3,2,6492,1
10.3.0.14,10.1.0.21,1,2,1628,1
10.1.0.16,10.1.0.12,1,2,17388,1
10.3.0.12,10.3.0.11,1,2,11682,1
10.3.0.14,10.2.0.13,1,2,16436,1
10.2.0.16,10.1.0.18,1,2,2156,1
10.3.0.13,10.3.0.16,2,3,14020,2
10.2.0.10,10.1.0.14,2,3,7884,1
10.2.0.18,10.1.0.21,1,2,5922,1
10.1.0.16,10.2.0.21,1,2,2128,1
10.2.0.16,10.2.0.13,1,2,16928,1
10.3.0.12,10.1.0.18,1,2,4656,1
10.3.0.15,10.2.0.14,1,2,12528,1
10.3.0.12,10.3.0.16,1,3,25668,2
10.3.0.16,10.3.0.18,3,2,10602,1
10.2.0.14,10.3.0.15,2,1,13243,1
10.1.0.20,10.3.0.20,1,2,2037,1
10.1.0.17,10.3.0.21,1,2,4641,1
10.3.0.15,10.3.0.17,1,2,12640,2
10.1.0.17,10.3.0.17,1,2,7644,1
10.3.0.14,10.2.0.21,1,2,2052,1
10.2.0.17,10.1.0.15,1,2,4372,1
10.1.0.11,10.2.0.10,1,2,12330,1
