ts,src_id,dst_id,src_ip,dst_ip,src_port,dst_port,protocol,packets,bytes,duration_ms
74,30,26,10.3.0.15,10.3.0.11,43975,22,TCP,31,22506,1505
75,18,14,10.2.0.15,10.2.0.11,50571,5058,TCP,49,31997,3806
76,25,31,10.3.0.10,10.3.0.16,34325,22,UDP,13,3068,4017
77,7,1,10.1.0.16,10.1.0.10,38684,296,TCP,23,1932,3077
78,7,31,10.1.0.16,10.3.0.16,24636,409,TCP,12,1068,429
79,3,2,10.1.0.12,10.1.0.11,46388,89,TCP,36,34884,2851
80,24,13,10.2.0.21,10.2.0.10,62436,5008,UDP,42,3318,2554
81,22,18,10.2.0.19,10.2.0.15,4637,5059,UDP,28,39480,524
82,17,18,10.2.0.14,10.2.0.15,59863,5054,ICMP,38,39862,4736
83,30,27,10.3.0.15,10.3.0.12,23169,22,TCP,8,6288,2319
84,15,17,10.2.0.12,10.2.0.14,62525,5085,UDP,5,4475,2458
85,5,19,10.1.0.14,10.2.0.16,46271,173,TCP,27,35937,4021
86,10,36,10.1.0.19,10.3.0.21,13754,103,TCP,36,34416,967
87,33,30,10.3.0.18,10.3.0.15,39676,22,TCP,35,22015,3169
88,24,19,10.2.0.21,10.2.0.16,35069,5045,UDP,45,25470,3295
89,1,36,10.1.0.10,10.3.0.21,3624,401,TCP,47,45261,2618
90,34,14,10.3.0.19,10.2.0.11,26282,22,TCP,12,16332,3570
91,1,9,10.1.0.10,10.1.0.18,32390,298,TCP,25,35825,4356
92,23,19,10.2.0.20,10.2.0.16,3164,5048,UDP,41,48995,2570
93,4,7,10.1.0.13,10.1.0.16,41196,95,TCP,5,2325,4854
94,21,17,10.2.0.18,10.2.0.14,9232,5023,UDP,26,28496,4990
95,19,18,10.2.0.16,10.2.0.15,12287,5011,UDP,28,10752,4499
96,3,6,10.1.0.12,10.1.0.15,65103,92,TCP,24,19296,4738
97,20,19,10.2.0.17,10.2.0.16,11529,5051,UDP,26,24544,235
98,11,34,10.1.0.20,10.3.0.19,26007,316,TCP,49,36064,538
99,20,18,10.2.0.17,10.2.0.15,57320,5007,UDP,3,2814,1735
100,3,9,10.1.0.12,10.1.0.18,58910,240,TCP,37,45510,56
101,29,36,10.3.0.14,10.3.0.21,13008,22,TCP,3,660,4516
102,19,20,10.2.0.16,10.2.0.17,64275,5054,UDP,34,16830,2735
103,21,14,10.2.0.18,10.2.0.11,24100,5054,UDP,29,41470,1632
104,35,32,10.3.0.20,10.3.0.17,57732,22,TCP,28,39592,3419
105,16,19,10.2.0.13,10.2.0.16,49984,5045,UDP,40,42480,434
106,4,1,10.1.0.13,10.1.0.10,63507,420,TCP,37,13838,2145
107,35,34,10.3.0.20,10.3.0.19,26927,22,TCP,23,7199,4599
108,22,16,10.2.0.19,10.2.0.13,4349,5040,UDP,40,31560,3537
109,27,28,10.3.0.12,10.3.0.13,10957,22,UDP,50,14750,4535
110,11,6,10.1.0.20,10.1.0.15,45860,286,TCP,26,28808,4744
111,20,14,10.2.0.17,10.2.0.11,23654,5035,UDP,36,14292,369
112,30,27,10.3.0.15,10.3.0.12,17893,22,TCP,29,12905,1554
113,8,1,10.1.0.17,10.1.0.10,34858,384,TCP,2,2126,2627
114,2,8,10.1.0.11,10.1.0.17,50613,160,TCP,38,48184,3938
115,1,4,10.1.0.10,10.1.0.13,24334,409,TCP,22,19294,200
116,11,10,10.1.0.20,10.1.0.19,49689,293,TCP,45,43605,1275
117,36,32,10.3.0.21,10.3.0.17,64076,22,TCP,28,28588,4597
118,25,17,10.3.0.10,10.2.0.14,4264,22,TCP,46,50278,2250
119,5,9,10.1.0.14,10.1.0.18,51489,116,TCP,33,42735,2316
120,12,7,10.1.0.21,10.1.0.16,25996,222,TCP,36,42084,3861
121,35,9,10.3.0.20,10.1.0.18,21637,22,TCP,46,62606,474
122,19,22,10.2.0.16,10.2.0.19,2533,5005,UDP,14,14966,2719
123,27,31,10.3.0.12,10.3.0.16,2003,22,TCP,20,24400,2327
124,26,31,10.3.0.11,10.3.0.16,2232,22,TCP,26,6448,1538
125,16,19,10.2.0.13,10.2.0.16,1118,5063,TCP,29,11513,3269
126,32,22,10.3.0.17,10.2.0.19,28063,22,TCP,32,18176,3172
127,27,31,10.3.0.12,10.3.0.16,26346,22,TCP,4,3824,3393
128,29,33,10.3.0.14,10.3.0.18,35137,22,ICMP,5,1550,4356
129,31,25,10.3.0.16,10.3.0.10,26980,22,UDP,46,47426,1270
130,24,19,10.2.0.21,10.2.0.16,7948,5050,UDP,18,12060,926
131,19,2,10.2.0.16,10.1.0.11,58957,5035,UDP,17,3672,2910
132,33,34,10.3.0.18,10.3.0.19,55098,22,ICMP,41,10209,2063
133,16,17,10.2.0.13,10.2.0.14,27064,5013,UDP,43,11610,177
134,10,2,10.1.0.19,10.1.0.11,1734,357,TCP,16,8048,3901
135,12,6,10.1.0.21,10.1.0.15,60474,387,TCP,13,12220,68
136,35,32,10.3.0.20,10.3.0.17,3761,22,ICMP,42,38178,3621
137,28,26,10.3.0.13,10.3.0.11,23897,22,TCP,49,54684,1301
138,13,18,10.2.0.10,10.2.0.15,41015,5090,ICMP,50,12500,1575
139,17,18,10.2.0.14,10.2.0.15,16889,5055,UDP,32,43488,3264
140,9,1,10.1.0.18,10.1.0.10,1714,174,TCP,48,30864,4839
141,10,11,10.1.0.19,10.1.0.20,8700,404,TCP,25,20325,822
142,13,17,10.2.0.10,10.2.0.14,29807,5069,UDP,20,23940,3934
143,3,14,10.1.0.12,10.2.0.11,11738,238,ICMP,18,6732,2340
144,19,14,10.2.0.16,10.2.0.11,63014,5071,ICMP,37,50246,3381
145,12,1,10.1.0.21,10.1.0.10,61811,145,TCP,31,16957,4196
146,13,15,10.2.0.10,10.2.0.12,48786,5066,UDP,44,63976,3214
147,36,33,10.3.0.21,10.3.0.18,16388,22,TCP,32,22592,3080
148,13,9,10.2.0.10,10.1.0.18,4383,5079,UDP,31,4588,4392
149,36,30,10.3.0.21,10.3.0.15,11425,22,TCP,22,1936,2294
150,18,19,10.2.0.15,10.2.0.16,9951,5034,UDP,45,57825,3893
151,17,23,10.2.0.14,10.2.0.20,48725,5060,UDP,27,11151,920
152,19,15,10.2.0.16,10.2.0.12,50158,5080,ICMP,18,1548,212
153,8,20,10.1.0.17,10.2.0.17,29952,257,TCP,47,59314,3340
154,33,29,10.3.0.18,10.3.0.14,20969,22,TCP,47,36754,3398
155,35,13,10.3.0.20,10.2.0.10,20958,22,TCP,4,1436,69
156,30,15,10.3.0.15,10.2.0.12,30857,22,TCP,16,16080,2475
157,22,24,10.2.0.19,10.2.0.21,32097,5093,UDP,11,7656,374
158,34,29,10.3.0.19,10.3.0.14,45069,22,TCP,47,53439,1263
159,35,32,10.3.0.20,10.3.0.17,49085,22,TCP,19,3648,2660
160,22,15,10.2.0.19,10.2.0.12,7890,5087,UDP,34,9690,3684
161,14,32,10.2.0.11,10.3.0.17,5898,5041,UDP,43,12341,4203
162,14,17,10.2.0.11,10.2.0.14,50823,5010,UDP,35,40950,4661
163,36,30,10.3.0.21,10.3.0.15,18045,22,TCP,34,43962,472
164,1,6,10.1.0.10,10.1.0.15,20147,123,ICMP,1,424,2232
165,13,29,10.2.0.10,10.3.0.14,39983,5096,UDP,4,4932,2442
166,6,2,10.1.0.15,10.1.0.11,23821,432,ICMP,9,11484,4022
167,20,21,10.2.0.17,10.2.0.18,23254,5096,UDP,5,5500,2786
168,36,28,10.3.0.21,10.3.0.13,39040,22,TCP,43,51342,4764
169,26,36,10.3.0.11,10.3.0.21,30048,22,TCP,6,7218,2992
170,19,13,10.2.0.16,10.2.0.10,56778,5010,UDP,44,18744,1752
171,32,29,10.3.0.17,10.3.0.14,7509,22,TCP,28,9352,1999
172,31,7,10.3.0.16,10.1.0.16,45733,22,TCP,44,16412,2218
173,13,23,10.2.0.10,10.2.0.20,44686,5093,UDP,37,47434,404
174,20,12,10.2.0.17,10.1.0.21,9161,5043,UDP,35,43505,4412
175,14,24,10.2.0.11,10.2.0.21,15358,5048,ICMP,45,21690,1972
176,8,1,10.1.0.17,10.1.0.10,11281,423,TCP,36,50688,1366
177,9,13,10.1.0.18,10.2.0.10,9883,152,TCP,16,11552,3481
178,18,12,10.2.0.15,10.1.0.21,23718,5020,UDP,38,50160,457
179,13,15,10.2.0.10,10.2.0.12,3976,5097,UDP,33,31350,2975
180,33,32,10.3.0.18,10.3.0.17,9880,22,ICMP,35,47005,875
181,14,20,10.2.0.11,10.2.0.17,27743,5045,UDP,48,9504,4284
182,29,9,10.3.0.14,10.1.0.18,32973,22,TCP,42,53844,2775
183,24,13,10.2.0.21,10.2.0.10,25486,5030,UDP,5,2655,2929
184,17,14,10.2.0.14,10.2.0.11,40720,5012,ICMP,3,4185,1875
185,16,15,10.2.0.13,10.2.0.12,1671,5084,UDP,15,13620,1966
186,10,4,10.1.0.19,10.1.0.13,11772,245,TCP,24,7032,1952
187,36,32,10.3.0.21,10.3.0.17,51188,22,TCP,18,1260,1666
188,21,14,10.2.0.18,10.2.0.11,27340,5100,UDP,34,13090,1018
189,32,26,10.3.0.17,10.3.0.11,44999,22,TCP,4,1144,73
190,15,14,10.2.0.12,10.2.0.11,58315,5100,UDP,48,22128,1857
191,29,32,10.3.0.14,10.3.0.17,52229,22,ICMP,18,5868,3478
192,27,31,10.3.0.12,10.3.0.16,27853,22,TCP,10,3960,3095
193,25,29,10.3.0.10,10.3.0.14,5960,22,TCP,6,1794,2066
194,1,11,10.1.0.10,10.1.0.20,14551,196,TCP,5,560,2299
195,32,27,10.3.0.17,10.3.0.12,34354,22,ICMP,20,6700,2036
196,25,33,10.3.0.10,10.3.0.18,42225,22,TCP,16,10000,3945
197,20,18,10.2.0.17,10.2.0.15,35293,5084,UDP,22,9702,4198
198,18,24,10.2.0.15,10.2.0.21,51166,5041,TCP,23,8970,185
199,35,36,10.3.0.20,10.3.0.21,58647,22,TCP,41,33251,4689
200,12,3,10.1.0.21,10.1.0.12,21897,175,TCP,44,45408,1838
201,5,1,10.1.0.14,10.1.0.10,28718,117,TCP,48,39648,1057
202,1,30,10.1.0.10,10.3.0.15,38659,95,TCP,14,18844,1733
203,5,12,10.1.0.14,10.1.0.21,5464,175,TCP,2,2396,3674
204,26,29,10.3.0.11,10.3.0.14,60951,22,TCP,49,21952,4129
205,24,21,10.2.0.21,10.2.0.18,63719,5085,UDP,39,29484,2731
206,35,36,10.3.0.20,10.3.0.21,8592,22,TCP,35,12425,3069
207,11,7,10.1.0.20,10.1.0.16,4971,185,TCP,46,28428,361
208,19,22,10.2.0.16,10.2.0.19,20215,5018,UDP,23,22264,1100
209,15,24,10.2.0.12,10.2.0.21,52919,5068,UDP,18,19602,3085
210,4,6,10.1.0.13,10.1.0.15,27407,280,TCP,25,11475,4071
211,2,3,10.1.0.11,10.1.0.12,49040,387,TCP,19,10982,1998
212,30,36,10.3.0.15,10.3.0.21,28049,22,TCP,32,12448,3313
213,9,4,10.1.0.18,10.1.0.13,2960,390,TCP,7,7434,1329
214,5,7,10.1.0.14,10.1.0.16,40117,426,TCP,22,3828,2317
215,3,2,10.1.0.12,10.1.0.11,43911,81,TCP,25,12600,327
216,27,35,10.3.0.12,10.3.0.20,32367,22,TCP,27,38475,576
217,36,26,10.3.0.21,10.3.0.11,64638,22,TCP,24,9816,566
218,6,31,10.1.0.15,10.3.0.16,58932,190,TCP,17,18445,1336
219,22,20,10.2.0.19,10.2.0.17,10406,5025,UDP,30,11700,2988
220,11,8,10.1.0.20,10.1.0.17,38404,88,TCP,50,41950,2230
221,28,13,10.3.0.13,10.2.0.10,46916,22,TCP,20,13560,2473
222,33,32,10.3.0.18,10.3.0.17,18239,22,TCP,44,46640,4694
223,11,7,10.1.0.20,10.1.0.16,30787,178,TCP,17,7582,1790
224,16,4,10.2.0.13,10.1.0.13,61161,5078,UDP,20,22440,2595
225,21,13,10.2.0.18,10.2.0.10,6502,5022,UDP,19,8303,472
226,5,11,10.1.0.14,10.1.0.20,10918,386,UDP,15,2295,2191
227,12,6,10.1.0.21,10.1.0.15,27800,81,TCP,4,2124,1001
228,25,26,10.3.0.10,10.3.0.11,44293,22,UDP,18,20376,529
229,8,1,10.1.0.17,10.1.0.10,15152,252,TCP,6,5604,1989
230,6,5,10.1.0.15,10.1.0.14,28015,428,TCP,50,20450,4970
231,3,4,10.1.0.12,10.1.0.13,12387,382,TCP,24,17136,1507
232,30,32,10.3.0.15,10.3.0.17,3623,22,UDP,42,51114,3950
233,9,15,10.1.0.18,10.2.0.12,2124,443,TCP,36,27000,736
234,14,19,10.2.0.11,10.2.0.16,58342,5056,UDP,29,39759,486
235,8,2,10.1.0.17,10.1.0.11,35213,255,TCP,29,28507,2144
236,34,36,10.3.0.19,10.3.0.21,2128,22,ICMP,20,10980,3666
237,16,7,10.2.0.13,10.1.0.16,60307,5059,UDP,45,37845,1848
238,4,34,10.1.0.13,10.3.0.19,46387,301,TCP,49,53410,4795
239,32,34,10.3.0.17,10.3.0.19,59530,22,TCP,9,7047,204
240,7,2,10.1.0.16,10.1.0.11,11897,168,TCP,5,3125,4523
241,14,21,10.2.0.11,10.2.0.18,61006,5011,UDP,19,18183,1373
242,1,10,10.1.0.10,10.1.0.19,17031,424,TCP,39,35451,46
243,2,13,10.1.0.11,10.2.0.10,17354,88,TCP,5,6800,2610
244,23,22,10.2.0.20,10.2.0.19,19712,5097,UDP,21,23982,2275
245,31,25,10.3.0.16,10.3.0.10,27080,22,TCP,47,63074,2533
246,10,9,10.1.0.19,10.1.0.18,63912,113,TCP,10,10210,2655
247,31,33,10.3.0.16,10.3.0.18,51882,22,TCP,12,9720,4732
248,8,3,10.1.0.17,10.1.0.12,24074,176,TCP,17,14569,1854
249,18,20,10.2.0.15,10.2.0.17,61118,5052,UDP,24,30096,1346
250,20,17,10.2.0.17,10.2.0.14,38308,5060,UDP,26,14768,2634
251,14,20,10.2.0.11,10.2.0.17,41046,5008,UDP,24,4848,1998
252,6,5,10.1.0.15,10.1.0.14,50292,338,ICMP,3,4299,1939
253,24,23,10.2.0.21,10.2.0.20,24835,5039,UDP,13,1040,3719
254,23,17,10.2.0.20,10.2.0.14,16622,5099,UDP,31,4960,3365
255,32,7,10.3.0.17,10.1.0.16,30453,22,TCP,7,8036,3604
256,4,6,10.1.0.13,10.1.0.15,42432,219,TCP,8,8656,3726
257,34,4,10.3.0.19,10.1.0.13,1539,22,TCP,22,26356,3030
258,2,1,10.1.0.11,10.1.0.10,60527,161,TCP,40,38480,2972
259,7,1,10.1.0.16,10.1.0.10,58595,252,TCP,13,15054,304
260,14,2,10.2.0.11,10.1.0.11,62912,5070,UDP,30,2220,739
261,32,20,10.3.0.17,10.2.0.17,63152,22,TCP,35,12110,991
262,25,6,10.3.0.10,10.1.0.15,32186,22,TCP,12,16872,2938
263,26,32,10.3.0.11,10.3.0.17,65413,22,TCP,27,36774,1336
264,11,5,10.1.0.20,10.1.0.14,52870,319,TCP,24,8736,4462
265,9,7,10.1.0.18,10.1.0.16,49597,422,TCP,13,9607,368
266,26,34,10.3.0.11,10.3.0.19,6999,22,TCP,50,3300,1662
267,8,2,10.1.0.17,10.1.0.11,17178,347,TCP,35,48440,4208
268,11,8,10.1.0.20,10.1.0.17,41075,369,UDP,36,18180,3146
269,35,30,10.3.0.20,10.3.0.15,54974,22,TCP,37,25863,970
270,27,26,10.3.0.12,10.3.0.11,51738,22,TCP,45,5085,2651
271,36,31,10.3.0.21,10.3.0.16,55592,22,TCP,3,3249,3638
272,23,24,10.2.0.20,10.2.0.21,17177,5001,UDP,23,24978,1377
273,36,33,10.3.0.21,10.3.0.18,30222,22,TCP,31,42377,195
274,23,35,10.2.0.20,10.3.0.20,49385,5083,UDP,27,12285,3728
275,14,20,10.2.0.11,10.2.0.17,37246,5052,UDP,24,4344,1986
276,2,7,10.1.0.11,10.1.0.16,64172,115,TCP,32,40096,3972
277,17,20,10.2.0.14,10.2.0.17,19591,5001,UDP,33,24288,3823
278,26,20,10.3.0.11,10.2.0.17,9298,22,TCP,5,5140,2418
279,1,2,10.1.0.10,10.1.0.11,45075,252,TCP,7,1330,4647
280,9,8,10.1.0.18,10.1.0.17,55936,380,TCP,15,9060,1164
281,36,33,10.3.0.21,10.3.0.18,54998,22,TCP,4,4984,4425
282,31,26,10.3.0.16,10.3.0.11,64147,22,TCP,15,15960,57
283,17,18,10.2.0.14,10.2.0.15,61804,5098,UDP,48,44160,1186
284,23,16,10.2.0.20,10.2.0.13,3120,5044,UDP,37,19573,234
285,34,25,10.3.0.19,10.3.0.10,17531,22,TCP,33,18150,4437
286,8,11,10.1.0.17,10.1.0.20,10681,239,TCP,20,11140,1031
287,32,25,10.3.0.17,10.3.0.10,10905,22,TCP,46,51980,4469
288,13,17,10.2.0.10,10.2.0.14,22084,5098,UDP,8,11520,952
289,26,27,10.3.0.11,10.3.0.12,48133,22,TCP,41,56990,2832
290,8,2,10.1.0.17,10.1.0.11,16508,166,TCP,47,50478,3473
291,32,33,10.3.0.17,10.3.0.18,58638,22,TCP,46,55890,2311
292,32,28,10.3.0.17,10.3.0.13,4686,22,TCP,30,35910,1791
293,5,12,10.1.0.14,10.1.0.21,13018,175,UDP,15,6660,4394
294,18,24,10.2.0.15,10.2.0.21,15887,5012,UDP,8,1376,257
295,32,1,10.3.0.17,10.1.0.10,58504,22,TCP,10,6360,4044
296,8,12,10.1.0.17,10.1.0.21,4034,131,TCP,8,11656,3406
297,22,18,10.2.0.19,10.2.0.15,52418,5061,TCP,12,4824,3978
298,26,25,10.3.0.11,10.3.0.10,14244,22,TCP,40,40280,113
299,22,13,10.2.0.19,10.2.0.10,7366,5000,UDP,33,12969,3894
300,11,8,10.1.0.20,10.1.0.17,23668,333,TCP,12,7896,2399
301,26,25,10.3.0.11,10.3.0.10,32470,22,TCP,47,64437,3531
302,33,31,10.3.0.18,10.3.0.16,31202,22,TCP,29,33582,3988
303,1,24,10.1.0.10,10.2.0.21,14184,222,TCP,16,8304,267
304,1,16,10.1.0.10,10.2.0.13,59189,434,TCP,48,47520,1585
305,1,8,10.1.0.10,10.1.0.17,9170,207,TCP,11,4972,231
306,36,30,10.3.0.21,10.3.0.15,40124,22,TCP,45,40320,926
307,17,18,10.2.0.14,10.2.0.15,34295,5004,UDP,43,47042,590
308,32,27,10.3.0.17,10.3.0.12,2774,22,ICMP,17,23919,2343
309,6,3,10.1.0.15,10.1.0.12,13125,434,TCP,20,19280,1767
310,27,35,10.3.0.12,10.3.0.20,27392,22,TCP,12,14316,2976
311,7,20,10.1.0.16,10.2.0.17,40805,375,TCP,15,20625,134
312,17,15,10.2.0.14,10.2.0.12,64269,5049,UDP,26,33748,4330
313,21,20,10.2.0.18,10.2.0.17,33325,5001,UDP,48,66864,2685
314,28,33,10.3.0.13,10.3.0.18,58378,22,TCP,43,62049,4379
315,27,28,10.3.0.12,10.3.0.13,9561,22,TCP,36,20520,3553
316,14,22,10.2.0.11,10.2.0.19,2719,5009,UDP,6,3768,337
317,7,9,10.1.0.16,10.1.0.18,7130,428,UDP,8,640,1259
318,9,10,10.1.0.18,10.1.0.19,23758,341,TCP,8,2232,505
319,19,17,10.2.0.16,10.2.0.14,34883,5075,UDP,39,52884,459
320,20,6,10.2.0.17,10.1.0.15,32565,5064,UDP,5,1460,3049
321,12,4,10.1.0.21,10.1.0.13,46348,370,TCP,49,25529,4356
322,19,17,10.2.0.16,10.2.0.14,57466,5050,UDP,33,29601,4374
323,18,19,10.2.0.15,10.2.0.16,21800,5061,UDP,25,8825,3674
324,2,5,10.1.0.11,10.1.0.14,48713,427,TCP,45,37710,4642
325,36,26,10.3.0.21,10.3.0.11,52841,22,TCP,8,1504,4386
326,26,27,10.3.0.11,10.3.0.12,61416,22,TCP,1,628,3204
327,35,33,10.3.0.20,10.3.0.18,50555,22,TCP,35,2450,2145
328,30,33,10.3.0.15,10.3.0.18,21287,22,TCP,48,48144,633
329,6,3,10.1.0.15,10.1.0.12,8458,104,TCP,17,10183,4783
330,8,3,10.1.0.17,10.1.0.12,49953,245,TCP,1,907,3949
331,24,22,10.2.0.21,10.2.0.19,16669,5089,UDP,26,6006,1450
332,32,29,10.3.0.17,10.3.0.14,56837,22,TCP,8,8256,4067
333,22,16,10.2.0.19,10.2.0.13,52200,5050,UDP,13,2223,4488
334,4,7,10.1.0.13,10.1.0.16,1951,314,TCP,41,26445,4815
335,25,19,10.3.0.10,10.2.0.16,15746,22,TCP,12,7200,1631
336,20,17,10.2.0.17,10.2.0.14,34513,5034,UDP,9,2286,3726
337,31,36,10.3.0.16,10.3.0.21,37514,22,TCP,16,11264,3374
338,13,23,10.2.0.10,10.2.0.20,56318,5093,UDP,28,17892,4019
339,28,17,10.3.0.13,10.2.0.14,35571,22,TCP,38,39672,4579
340,31,30,10.3.0.16,10.3.0.15,63155,22,TCP,2,2646,1115
341,4,3,10.1.0.13,10.1.0.12,65078,270,TCP,31,43276,1257
342,23,20,10.2.0.20,10.2.0.17,30076,5010,UDP,30,10380,3485
343,12,1,10.1.0.21,10.1.0.10,43356,161,TCP,18,20034,2243
344,20,24,10.2.0.17,10.2.0.21,14403,5039,UDP,1,265,4640
345,18,14,10.2.0.15,10.2.0.11,5786,5012,UDP,38,18164,4022
346,29,30,10.3.0.14,10.3.0.15,46120,22,TCP,8,7488,4378
347,1,10,10.1.0.10,10.1.0.19,54726,288,TCP,34,23086,884
348,19,13,10.2.0.16,10.2.0.10,55644,5075,UDP,24,27672,1128
349,5,11,10.1.0.14,10.1.0.20,14277,129,TCP,50,23800,4767
350,2,4,10.1.0.11,10.1.0.13,39524,408,TCP,6,6564,332
351,19,21,10.2.0.16,10.2.0.18,31557,5087,UDP,2,2870,2106
352,31,14,10.3.0.16,10.2.0.11,59113,22,TCP,38,53922,3285
353,18,21,10.2.0.15,10.2.0.18,11618,5012,UDP,41,13571,1945
354,12,8,10.1.0.21,10.1.0.17,18607,242,TCP,33,3795,2895
