src_ip,dst_ip,src_vlan,dst_vlan,bytes_sum,n_flujos,is_inter
10.1.0.20,10.1.0.16,4,4,17249,2,false
10.2.0.18,10.2.0.15,5,5,310,2,false
10.1.0.16,10.1.0.10,4,4,8999,2,false
10.2.0.18,10.2.0.14,5,3,46633,4,true
10.2.0.16,10.2.0.15,5,5,409,2,false
10.3.0.18,10.3.0.11,1,1,19997,5,false
10.3.0.20,10.3.0.15,1,2,3099,2,true
10.1.0.11,10.1.0.21,4,4,58810,5,false
10.2.0.17,10.2.0.15,3,5,86,1,true
10.1.0.12,10.1.0.18,4,4,2928,1,false
10.3.0.14,10.3.0.21,2,1,3307,2,true
10.2.0.16,10.2.0.17,5,3,45880,2,true
10.2.0.18,10.2.0.11,5,3,230,2,true
10.3.0.20,10.3.0.17,1,2,626,1,true
10.2.0.13,10.2.0.16,5,5,303,3,false
10.1.0.13,10.1.0.10,4,4,63736,3,false
10.2.0.14,10.1.0.14,3,4,122,2,true
10.1.0.20,10.1.0.10,4,4,108115,6,false
10.1.0.18,10.1.0.11,4,4,94062,5,false
10.1.0.14,10.1.0.17,4,4,120099,5,false
10.2.0.17,10.2.0.13,3,5,479,3,true
10.1.0.16,10.1.0.20,4,4,114151,7,false
10.2.0.16,10.2.0.20,5,3,240,2,true
10.2.0.14,10.2.0.12,3,5,358,2,true
10.2.0.13,10.2.0.20,5,3,33752,5,true
10.3.0.11,10.1.0.19,1,4,2015,1,true
10.3.0.10,10.1.0.21,1,4,2658,2,true
10.3.0.10,10.3.0.11,1,1,2264,1,false
10.3.0.10,10.3.0.19,1,1,4068,2,false
10.2.0.17,10.2.0.14,3,3,242,2,false
10.2.0.10,10.2.0.14,5,3,10757,3,true
10.2.0.14,10.3.0.13,3,1,124,1,true
10.3.0.16,10.3.0.19,1,1,7456,5,false
10.2.0.20,10.2.0.19,3,5,83,1,true
10.3.0.17,10.3.0.14,2,2,6286,5,false
10.2.0.16,10.2.0.14,5,3,46282,3,true
10.1.0.12,10.1.0.15,4,4,60386,3,false
10.1.0.12,10.1.0.20,4,4,10341,3,false
10.3.0.13,10.1.0.21,1,4,571,1,true
10.2.0.10,10.2.0.15,5,5,74076,4,false
10.3.0.10,10.2.0.21,1,3,1895,1,true
10.1.0.15,10.1.0.13,4,4,68379,3,false
10.2.0.13,10.1.0.20,5,4,20415,1,true
10.2.0.17,10.2.0.12,3,5,769,4,true
10.1.0.19,10.1.0.18,4,4,46173,4,false
10.1.0.14,10.1.0.16,4,4,32234,4,false
10.1.0.15,10.3.0.14,4,2,7807,1,true
10.3.0.20,10.1.0.18,1,4,18460,1,true
10.2.0.14,10.1.0.17,3,4,46113,1,true
10.3.0.17,10.2.0.16,2,5,973,1,true
10.2.0.15,10.2.0.16,5,5,308,3,false
10.2.0.14,10.2.0.20,3,3,38994,4,false
10.2.0.16,10.2.0.12,5,5,428,3,false
10.3.0.10,10.1.0.15,1,4,2421,1,true
10.3.0.20,10.1.0.13,1,4,401,1,true
10.3.0.11,10.1.0.15,1,4,1468,1,true
10.2.0.11,10.1.0.16,3,4,62058,1,true
10.3.0.12,10.3.0.15,2,2,6879,4,false
10.3.0.19,10.2.0.13,1,5,2771,1,true
10.1.0.21,10.1.0.19,4,4,26678,3,false
10.3.0.19,10.2.0.20,1,3,1962,1,true
10.2.0.13,10.2.0.19,5,5,477,4,false
10.3.0.12,10.1.0.21,2,4,2872,1,true
10.3.0.17,10.3.0.13,2,1,18317,3,true
10.2.0.13,10.2.0.15,5,5,276,2,false
10.3.0.17,10.3.0.19,2,1,61554,1,true
10.2.0.12,10.2.0.11,5,3,26354,5,true
10.3.0.11,10.3.0.20,1,1,1495,2,false
10.1.0.13,10.1.0.16,4,4,57657,2,false
10.2.0.19,10.1.0.17,5,4,184,1,true
10.1.0.16,10.1.0.18,4,4,18553,2,false
10.2.0.17,10.2.0.11,3,3,108,1,false
10.2.0.19,10.2.0.14,5,3,151,1,true
10.3.0.20,10.3.0.14,1,2,2532,1,true
10.1.0.15,10.1.0.21,4,4,2172,1,false
10.1.0.10,10.1.0.17,4,4,29085,2,false
10.3.0.10,10.3.0.13,1,1,17345,5,false
10.1.0.15,10.1.0.14,4,4,21287,2,false
10.1.0.20,10.1.0.18,4,4,23991,3,false
10.2.0.10,10.2.0.18,5,5,368,3,false
10.1.0.13,10.1.0.15,4,4,90327,4,false
10.2.0.12,10.2.0.15,5,5,25275,4,false
10.1.0.21,10.1.0.18,4,4,29050,3,false
10.1.0.20,10.1.0.12,4,4,27112,3,false
10.3.0.14,10.3.0.16,2,1,15991,3,true
10.1.0.17,10.3.0.12,4,2,20456,2,true
10.1.0.19,10.2.0.11,4,3,4318,1,true
10.3.0.15,10.3.0.18,2,1,6600,4,true
10.1.0.17,10.1.0.13,4,4,19301,2,false
10.2.0.21,10.2.0.14,3,3,46931,2,false
10.3.0.12,10.3.0.10,2,1,4597,2,true
10.2.0.11,10.2.0.20,3,3,21998,2,false
10.1.0.18,10.1.0.12,4,4,32413,3,false
10.3.0.11,10.3.0.12,1,2,2867,1,true
10.1.0.12,10.1.0.10,4,4,21372,3,false
10.3.0.21,10.3.0.20,1,1,5834,3,false
10.2.0.19,10.2.0.20,5,3,7751,7,true
10.2.0.14,10.2.0.21,3,3,327,2,false
10.2.0.15,10.3.0.17,5,2,217,1,true
10.3.0.19,10.3.0.16,1,1,52814,3,false
10.2.0.10,10.2.0.20,5,3,321,2,true
10.1.0.19,10.1.0.11,4,4,37556,4,false
10.1.0.20,10.1.0.14,4,4,12320,3,false
10.1.0.12,10.1.0.13,4,4,10826,2,false
10.2.0.15,10.2.0.17,5,3,313,2,true
10.2.0.14,10.3.0.21,3,1,79,1,true
10.3.0.10,10.3.0.16,1,1,464,1,false
10.2.0.19,10.2.0.17,5,3,218,2,true
10.3.0.16,10.3.0.14,1,2,1420,1,true
10.3.0.11,10.3.0.21,1,1,64966,3,false
10.1.0.18,10.1.0.19,4,4,23031,3,false
10.1.0.19,10.1.0.10,4,4,60589,4,false
10.2.0.12,10.2.0.21,5,3,53084,1,true
10.3.0.19,10.3.0.12,1,2,21393,4,true
10.3.0.14,10.3.0.12,2,2,5048,4,false
10.3.0.19,10.3.0.15,1,2,57064,3,true
10.1.0.12,10.1.0.14,4,4,2439,2,false
10.3.0.18,10.3.0.10,1,1,47926,2,false
10.3.0.14,10.3.0.10,2,1,4454,2,true
10.2.0.11,10.2.0.10,3,5,59415,2,true
10.2.0.16,10.2.0.19,5,5,35151,4,false
10.1.0.21,10.1.0.10,4,4,14685,1,false
10.2.0.21,10.2.0.12,3,5,76975,3,true
10.1.0.14,10.1.0.21,4,4,18263,4,false
10.1.0.21,10.1.0.12,4,4,116483,3,false
10.1.0.18,10.1.0.10,4,4,91086,5,false
10.3.0.21,10.3.0.13,1,1,653,1,false
10.3.0.11,10.1.0.13,1,4,2424,1,true
10.3.0.11,10.3.0.17,1,2,101494,3,true
10.2.0.14,10.2.0.19,3,5,126,1,true
10.3.0.12,10.3.0.17,2,2,3232,2,false
10.2.0.12,10.2.0.17,5,3,512,4,true
10.3.0.13,10.3.0.20,1,1,559,1,false
10.2.0.15,10.2.0.12,5,5,358,2,false
10.1.0.18,10.2.0.18,4,5,3269,1,true
10.3.0.16,10.3.0.11,1,1,4896,2,false
10.1.0.11,10.2.0.10,4,5,8400,2,true
10.1.0.17,10.1.0.20,4,4,22737,3,false
10.3.0.17,10.3.0.10,2,1,4044,2,true
10.1.0.13,10.1.0.21,4,4,70753,3,false
10.1.0.10,10.1.0.20,4,4,12825,2,false
10.3.0.19,10.3.0.10,1,1,2993,1,false
10.1.0.11,10.1.0.12,4,4,20927,2,false
10.3.0.11,10.3.0.14,1,2,1392,1,true
10.1.0.11,10.1.0.16,4,4,90786,4,false
10.2.0.20,10.3.0.16,3,1,184,1,true
10.3.0.21,10.2.0.21,1,3,276,1,true
10.1.0.14,10.1.0.12,4,4,21885,2,false
10.3.0.21,10.3.0.15,1,2,5347,3,true
10.1.0.21,10.1.0.13,4,4,52694,3,false
10.3.0.15,10.3.0.13,2,1,5860,3,true
10.2.0.15,10.1.0.16,5,4,8005,1,true
10.3.0.10,10.1.0.16,1,4,2174,1,true
10.2.0.11,10.2.0.15,3,5,56,1,true
10.1.0.15,10.1.0.12,4,4,41820,5,false
10.1.0.15,10.1.0.11,4,4,6257,1,false
10.3.0.13,10.2.0.16,1,5,31801,1,true
10.2.0.19,10.2.0.13,5,5,225,2,false
10.1.0.17,10.1.0.10,4,4,14357,1,false
10.2.0.17,10.1.0.19,3,4,185,1,true
10.2.0.21,10.3.0.19,3,1,109,1,true
10.1.0.17,10.1.0.12,4,4,5992,1,false
10.2.0.21,10.2.0.19,3,5,107956,4,true
10.1.0.17,10.1.0.15,4,4,50831,3,false
10.3.0.20,10.1.0.15,1,4,2088,1,true
10.3.0.19,10.2.0.16,1,5,2342,1,true
10.2.0.17,10.2.0.19,3,5,193,1,true
10.3.0.20,10.3.0.10,1,1,68352,5,false
10.3.0.10,10.3.0.21,1,1,3897,2,false
10.3.0.10,10.3.0.12,1,2,12401,3,true
10.3.0.13,10.3.0.19,1,1,6417,3,false
10.1.0.15,10.1.0.20,4,4,12001,1,false
10.1.0.11,10.2.0.20,4,3,58533,1,true
10.2.0.21,10.2.0.15,3,5,69,1,true
10.2.0.11,10.2.0.12,3,5,18477,3,true
10.2.0.18,10.2.0.19,5,5,73,1,false
10.2.0.10,10.2.0.16,5,5,284,2,false
10.3.0.10,10.3.0.15,1,2,3562,2,true
10.3.0.16,10.2.0.12,1,5,1271,1,true
10.3.0.13,10.1.0.14,1,4,1170,1,true
10.1.0.11,10.1.0.10,4,4,51999,4,false
10.3.0.19,10.3.0.13,1,1,5552,3,false
10.2.0.20,10.2.0.18,3,5,158,1,true
10.2.0.18,10.2.0.10,5,5,151,1,false
10.1.0.15,10.2.0.21,4,3,2091,1,true
10.1.0.10,10.1.0.11,4,4,19928,3,false
10.1.0.10,10.2.0.11,4,3,30966,1,true
10.2.0.11,10.1.0.18,3,4,202,1,true
10.2.0.14,10.2.0.11,3,3,366,3,false
10.1.0.21,10.1.0.20,4,4,16393,2,false
10.1.0.18,10.3.0.19,4,1,8118,1,true
10.2.0.12,10.3.0.15,5,2,95,1,true
10.2.0.17,10.1.0.12,3,4,58,1,true
10.3.0.14,10.3.0.17,2,2,2661,2,false
10.3.0.11,10.3.0.19,1,1,5083,4,false
10.3.0.19,10.2.0.19,1,5,2331,1,true
10.1.0.18,10.3.0.16,4,1,6289,1,true
10.2.0.16,10.1.0.16,5,4,136,1,true
10.3.0.20,10.3.0.11,1,1,63949,4,false
10.1.0.16,10.1.0.15,4,4,60025,3,false
10.1.0.21,10.2.0.11,4,3,46062,1,true
10.1.0.20,10.1.0.15,4,4,43248,4,false
10.1.0.10,10.1.0.15,4,4,36262,2,false
10.1.0.19,10.1.0.21,4,4,938,1,false
10.3.0.15,10.3.0.19,2,1,4174,2,true
10.2.0.12,10.2.0.14,5,3,167,2,true
10.2.0.19,10.2.0.11,5,3,15365,4,true
10.3.0.19,10.1.0.19,1,4,627,1,true
10.1.0.21,10.1.0.16,4,4,18876,2,false
10.2.0.14,10.3.0.15,3,2,81,1,true
10.3.0.10,10.1.0.20,1,4,3103,1,true
10.3.0.12,10.3.0.18,2,1,8960,1,true
10.3.0.18,10.3.0.20,1,1,1998,1,false
10.3.0.16,10.2.0.17,1,3,2607,1,true
10.3.0.13,10.3.0.11,1,1,5933,3,false
10.3.0.21,10.3.0.19,1,1,59245,3,false
10.2.0.13,10.2.0.21,5,3,42786,2,true
10.3.0.10,10.2.0.12,1,5,1484,1,true
10.1.0.10,10.1.0.16,4,4,10637,1,false
10.1.0.20,10.2.0.18,4,5,9522,1,true
10.3.0.14,10.1.0.12,2,4,667,1,true
10.1.0.19,10.2.0.20,4,3,8556,2,true
10.1.0.19,10.1.0.16,4,4,3263,1,false
10.3.0.20,10.1.0.14,1,4,18801,2,true
10.3.0.20,10.3.0.21,1,1,2874,1,false
10.3.0.21,10.3.0.11,1,1,1894,1,false
10.2.0.10,10.2.0.12,5,5,59049,4,false
10.3.0.18,10.3.0.19,1,1,2732,3,false
10.2.0.17,10.3.0.16,3,1,80,1,true
10.1.0.17,10.1.0.18,4,4,4559,1,false
10.2.0.20,10.3.0.18,3,1,56341,1,true
10.2.0.10,10.2.0.21,5,3,271,2,true
10.2.0.12,10.2.0.10,5,5,211,1,false
10.3.0.11,10.3.0.18,1,1,28952,2,false
10.3.0.18,10.3.0.14,1,2,5442,4,true
10.2.0.16,10.2.0.21,5,3,334,3,true
10.2.0.11,10.3.0.17,3,2,217,1,true
10.1.0.14,10.1.0.19,4,4,11799,1,false
10.1.0.19,10.1.0.13,4,4,28664,4,false
10.3.0.13,10.3.0.21,1,1,43064,2,false
10.1.0.10,10.2.0.19,4,5,13207,1,true
10.2.0.20,10.2.0.16,3,5,155,2,true
10.2.0.13,10.2.0.17,5,3,121,1,true
10.3.0.17,10.3.0.15,2,2,3261,3,false
10.3.0.17,10.3.0.11,2,1,30857,4,true
10.1.0.21,10.3.0.19,4,1,14522,1,true
10.2.0.20,10.1.0.19,3,4,14084,1,true
10.1.0.11,10.1.0.13,4,4,12500,1,false
10.2.0.17,10.1.0.10,3,4,43716,1,true
10.1.0.10,10.1.0.21,4,4,47373,3,false
10.1.0.21,10.1.0.11,4,4,30191,3,false
10.3.0.13,10.3.0.12,1,2,12978,3,true
10.2.0.20,10.2.0.21,3,3,292,2,false
10.2.0.21,10.2.0.10,3,5,169,1,true
10.1.0.14,10.1.0.18,4,4,7970,2,false
10.2.0.20,10.2.0.12,3,5,161,1,true
10.3.0.14,10.3.0.20,2,1,35651,4,true
10.2.0.19,10.2.0.15,5,5,412,4,false
10.3.0.10,10.3.0.20,1,1,1422,1,false
10.2.0.14,10.2.0.15,3,5,12376,3,true
10.1.0.12,10.3.0.10,4,1,11741,1,true
10.1.0.13,10.2.0.12,4,5,22206,2,true
10.1.0.15,10.1.0.10,4,4,13093,1,false
10.1.0.11,10.1.0.18,4,4,19925,3,false
10.2.0.14,10.3.0.17,3,2,144,1,true
10.2.0.20,10.3.0.14,3,2,81,1,true
10.2.0.14,10.2.0.18,3,5,456,3,true
10.1.0.21,10.3.0.18,4,1,2228,1,true
10.2.0.11,10.2.0.21,3,3,51815,2,false
10.3.0.12,10.3.0.21,2,1,8078,4,true
10.3.0.18,10.1.0.14,1,4,954,1,true
10.2.0.13,10.3.0.16,5,1,55,1,true
10.3.0.15,10.3.0.12,2,2,3473,2,false
10.3.0.13,10.3.0.14,1,2,2349,1,true
10.1.0.16,10.1.0.21,4,4,1764,1,false
10.1.0.11,10.1.0.15,4,4,14180,1,false
10.1.0.18,10.1.0.17,4,4,6307,2,false
10.3.0.20,10.3.0.18,1,1,5853,3,false
10.3.0.14,10.3.0.18,2,1,3319,2,true
10.2.0.15,10.3.0.13,5,1,103,1,true
10.2.0.16,10.2.0.10,5,5,53,1,false
10.1.0.13,10.2.0.18,4,5,10854,1,true
10.3.0.10,10.1.0.18,1,4,2765,2,true
10.2.0.11,10.2.0.19,3,5,46856,4,true
10.1.0.14,10.1.0.15,4,4,15333,3,false
10.1.0.14,10.2.0.10,4,5,3899,1,true
10.2.0.14,10.2.0.17,3,3,45128,2,false
10.1.0.15,10.2.0.16,4,5,3653,1,true
10.1.0.13,10.2.0.19,4,5,21951,2,true
10.1.0.16,10.1.0.19,4,4,38017,4,false
10.3.0.14,10.3.0.15,2,2,4865,4,false
10.3.0.19,10.2.0.15,1,5,50714,1,true
10.1.0.12,10.3.0.16,4,1,4978,2,true
10.3.0.14,10.3.0.19,2,1,1203,1,true
10.2.0.21,10.1.0.12,3,4,94,1,true
10.2.0.13,10.2.0.11,5,3,531,4,true
10.3.0.20,10.3.0.13,1,1,2829,2,false
10.2.0.15,10.1.0.14,5,4,199,1,true
10.1.0.17,10.3.0.19,4,1,7329,1,true
10.2.0.16,10.2.0.18,5,5,57,1,false
10.3.0.17,10.2.0.18,2,5,55704,1,true
10.2.0.18,10.2.0.16,5,5,17687,2,false
10.2.0.20,10.2.0.13,3,5,61193,2,true
10.1.0.19,10.1.0.15,4,4,48526,1,false
10.3.0.12,10.1.0.20,2,4,1816,1,true
10.2.0.11,10.2.0.13,3,5,316,2,true
10.2.0.14,10.2.0.10,3,5,119,1,true
10.3.0.11,10.2.0.18,1,5,2856,1,true
10.3.0.16,10.1.0.12,1,4,2964,1,true
10.1.0.11,10.1.0.19,4,4,12973,1,false
10.3.0.12,10.3.0.16,2,1,56112,4,true
10.2.0.16,10.1.0.18,5,4,93,1,true
10.2.0.15,10.2.0.18,5,5,32820,1,false
10.1.0.17,10.1.0.11,4,4,12473,1,false
10.3.0.19,10.1.0.21,1,4,360,1,true
10.3.0.15,10.2.0.20,2,3,463,1,true
10.1.0.14,10.3.0.17,4,2,7946,1,true
10.1.0.14,10.2.0.16,4,5,10219,1,true
10.3.0.12,10.3.0.20,2,1,51919,3,true
10.1.0.18,10.2.0.13,4,5,13270,1,true
10.3.0.10,10.3.0.17,1,2,2966,1,true
10.1.0.20,10.2.0.17,4,3,5372,1,true
10.3.0.11,10.2.0.11,1,3,36335,1,true
10.1.0.20,10.1.0.11,4,4,55549,4,false
10.1.0.10,10.1.0.13,4,4,13078,1,false
10.1.0.13,10.1.0.17,4,4,11400,2,false
10.3.0.21,10.2.0.13,1,5,1409,1,true
10.1.0.15,10.3.0.13,4,1,13827,1,true
10.2.0.12,10.1.0.19,5,4,174,1,true
10.3.0.11,10.3.0.15,1,2,1308,1,true
10.3.0.21,10.3.0.12,1,2,762,1,true
10.2.0.13,10.3.0.18,5,1,58,1,true
10.3.0.19,10.3.0.21,1,1,1695,1,false
10.2.0.13,10.2.0.14,5,3,10495,1,true
10.3.0.14,10.3.0.11,2,1,12737,2,true
10.3.0.20,10.3.0.19,1,1,1055,1,false
10.1.0.17,10.2.0.15,4,5,24334,1,true
10.1.0.11,10.3.0.18,4,1,5383,1,true
10.1.0.16,10.1.0.14,4,4,1273,1,false
10.3.0.16,10.3.0.15,1,2,2693,1,true
10.2.0.13,10.2.0.18,5,5,58,1,false
10.1.0.20,10.3.0.13,4,1,3087,1,true
10.2.0.17,10.1.0.18,3,4,185,1,true
10.1.0.17,10.3.0.21,4,1,74126,2,true
10.3.0.18,10.3.0.21,1,1,2352,1,false
10.2.0.10,10.2.0.17,5,3,201,2,true
10.2.0.18,10.2.0.17,5,3,47,1,true
10.2.0.10,10.2.0.13,5,5,260,2,false
10.2.0.17,10.3.0.10,3,1,87,1,true
10.3.0.18,10.1.0.13,1,4,9864,1,true
10.1.0.18,10.1.0.15,4,4,3657,1,false
10.3.0.11,10.1.0.14,1,4,718,1,true
10.2.0.11,10.1.0.17,3,4,138,1,true
10.3.0.12,10.3.0.13,2,1,2136,3,true
10.3.0.11,10.2.0.13,1,5,2668,1,true
10.1.0.19,10.1.0.14,4,4,7230,2,false
10.3.0.17,10.3.0.18,2,1,1564,1,true
10.1.0.17,10.3.0.11,4,1,614,1,true
10.3.0.15,10.3.0.10,2,1,19595,1,true
10.1.0.10,10.3.0.21,4,1,56655,1,true
10.2.0.19,10.1.0.13,5,4,179,1,true
10.1.0.10,10.3.0.19,4,1,2037,1,true
10.3.0.10,10.3.0.14,1,2,63366,2,true
10.1.0.14,10.3.0.15,4,2,4841,1,true
10.3.0.10,10.2.0.17,1,3,1455,1,true
10.1.0.16,10.3.0.20,4,1,12703,1,true
10.1.0.15,10.1.0.17,4,4,10967,2,false
10.3.0.18,10.2.0.21,1,3,2100,1,true
10.1.0.14,10.2.0.21,4,3,2781,1,true
10.3.0.14,10.2.0.19,2,5,512,1,true
10.2.0.18,10.1.0.11,5,4,38560,1,true
10.3.0.15,10.3.0.21,2,1,2998,1,true
10.3.0.12,10.3.0.14,2,2,16358,2,false
10.1.0.14,10.2.0.19,4,5,5372,1,true
10.1.0.15,10.1.0.18,4,4,40869,2,false
10.3.0.17,10.2.0.15,2,5,2254,1,true
10.2.0.19,10.3.0.12,5,2,81,1,true
10.2.0.10,10.1.0.13,5,4,170,1,true
10.2.0.20,10.2.0.14,3,3,108,1,false
10.3.0.12,10.3.0.19,2,1,795,1,true
10.1.0.20,10.1.0.21,4,4,3201,1,false
10.1.0.11,10.1.0.20,4,4,16588,2,false
10.2.0.21,10.2.0.11,3,3,200,1,false
10.2.0.11,10.1.0.14,3,4,193,1,true
10.3.0.15,10.3.0.11,2,1,1294,1,true
10.2.0.19,10.2.0.10,5,5,216,1,false
10.2.0.14,10.1.0.10,3,4,206,1,true
10.2.0.14,10.2.0.16,3,5,300,2,true
10.3.0.11,10.3.0.13,1,1,1417,1,false
10.2.0.18,10.1.0.17,5,4,161,1,true
10.2.0.11,10.2.0.16,3,5,130,1,true
10.2.0.17,10.3.0.18,3,1,78,1,true
10.3.0.18,10.1.0.16,1,4,25648,1,true
10.1.0.14,10.1.0.13,4,4,37640,1,false
10.2.0.20,10.2.0.17,3,3,275,2,false
10.1.0.14,10.2.0.15,4,5,1552,1,true
10.3.0.15,10.3.0.20,2,1,2481,1,true
10.2.0.16,10.3.0.15,5,2,188,1,true
10.3.0.17,10.3.0.20,2,1,1454,1,true
10.2.0.18,10.1.0.16,5,4,272,2,true
10.3.0.18,10.3.0.12,1,2,1413,1,true
10.2.0.19,10.3.0.10,5,1,45514,1,true
10.2.0.11,10.2.0.14,3,3,110,1,false
10.1.0.18,10.1.0.21,4,4,11283,2,false
10.3.0.20,10.3.0.16,1,1,60712,2,false
10.2.0.17,10.2.0.20,3,3,110,1,false
10.2.0.10,10.2.0.19,5,5,126,1,false
10.2.0.18,10.2.0.21,5,3,248,2,true
10.1.0.17,10.1.0.16,4,4,13292,1,false
10.3.0.19,10.3.0.18,1,1,18941,1,false
10.1.0.13,10.1.0.14,4,4,4401,1,false
10.1.0.18,10.3.0.10,4,1,9949,1,true
10.2.0.17,10.2.0.21,3,3,41132,2,false
10.3.0.15,10.1.0.17,2,4,2024,1,true
10.1.0.21,10.1.0.14,4,4,8942,2,false
10.3.0.18,10.3.0.16,1,1,781,1,false
10.1.0.20,10.1.0.13,4,4,7160,1,false
10.1.0.10,10.1.0.14,4,4,9642,1,false
10.1.0.17,10.1.0.14,4,4,9920,1,false
10.2.0.14,10.3.0.19,3,1,122,1,true
10.2.0.15,10.2.0.20,5,3,51120,1,true
10.3.0.17,10.3.0.12,2,2,3291,3,false
10.1.0.19,10.1.0.12,4,4,11982,2,false
10.1.0.16,10.2.0.20,4,3,10245,1,true
10.1.0.11,10.2.0.11,4,3,6618,1,true
10.2.0.21,10.1.0.16,3,4,145,1,true
10.3.0.13,10.2.0.12,1,5,27939,1,true
10.2.0.20,10.3.0.11,3,1,162,1,true
10.2.0.18,10.2.0.13,5,5,51137,1,false
10.1.0.10,10.2.0.21,4,3,3915,1,true
10.1.0.20,10.3.0.17,4,2,4452,1,true
10.2.0.12,10.3.0.11,5,1,47,1,true
10.2.0.10,10.1.0.18,5,4,208,1,true
10.2.0.19,10.1.0.21,5,4,80,1,true
10.2.0.19,10.3.0.19,5,1,95,1,true
10.2.0.11,10.1.0.21,3,4,152,1,true
10.3.0.18,10.2.0.14,1,3,1102,1,true
10.2.0.17,10.3.0.13,3,1,58378,1,true
10.1.0.11,10.1.0.14,4,4,3815,1,false
